dataset,model,method,mode,cost_ratio,n,target_class,target_recall_floor,accuracy_floor,selection_accuracy_metric,cost_matrix,test_class_prevalence,floor_pass_rate,all_seeds_floor_met,any_seed_floor_met,confusion_matrix_sum,selection_score_mean,selection_score_sd,selection_score_ci95,normalized_atc_mean,normalized_atc_sd,normalized_atc_ci95,atc_mean,atc_sd,atc_ci95,target_recall_mean,target_recall_sd,target_recall_ci95,target_fnr_mean,target_fnr_sd,target_fnr_ci95,target_precision_mean,target_precision_sd,target_precision_ci95,target_fpr_mean,target_fpr_sd,target_fpr_ci95,accuracy_mean,accuracy_sd,accuracy_ci95,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,auroc_mean,auroc_sd,auroc_ci95,auprc_mean,auprc_sd,auprc_ci95,nll_mean,nll_sd,nll_ci95,brier_mean,brier_sd,brier_ci95,ece_mean,ece_sd,ece_ci95,selected_accuracy_mean,selected_accuracy_sd,selected_accuracy_ci95
spider_target_majority,vit,ce,calibrated_threshold,,1,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.75,""1"":0.25}",0.0,False,False,"[[150,0],[32,18]]",0.02090000000000001,0.0,0.0,0.016,0.0,0.0,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8241758241758241,0.0,0.0,0.64,0.0,0.0,0.84,0.0,0.0,0.6799999999999999,0.0,0.0,0.7165131112686038,0.0,0.0,0.9176,0.0,0.0,0.8365934687914078,0.0,0.0,0.3837561331820609,0.0,0.0,0.22900877295810051,0.0,0.0,0.07732680082591173,0.0,0.0,0.6799999999999999,0.0,0.0
spider_target_majority,vit,ce,argmax,,1,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.75,""1"":0.25}",0.0,False,False,"[[149,1],[29,21]]",0.021377777777777777,0.0,0.0,0.0195,0.0,0.0,0.195,0.0,0.0,0.9933333333333333,0.0,0.0,0.006666666666666667,0.0,0.0,0.8370786516853933,0.0,0.0,0.58,0.0,0.0,0.85,0.0,0.0,0.7066666666666667,0.0,0.0,0.7459349593495935,0.0,0.0,0.9176,0.0,0.0,0.8365934687914078,0.0,0.0,0.42270404521980853,0.0,0.0,0.23831310816187348,0.0,0.0,0.1004687488079071,0.0,0.0,0.7066666666666667,0.0,0.0
spider_target_majority,vit,ce,calibrated_cost_min,,1,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.75,""1"":0.25}",0.0,False,False,"[[150,0],[41,9]]",0.04610000000000001,0.0,0.0,0.020499999999999997,0.0,0.0,0.205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7853403141361257,0.0,0.0,0.82,0.0,0.0,0.795,0.0,0.0,0.59,0.0,0.0,0.59242507082857,0.0,0.0,0.9176,0.0,0.0,0.8365934687914078,0.0,0.0,0.3837561331820609,0.0,0.0,0.22900877295810051,0.0,0.0,0.07732680082591173,0.0,0.0,0.59,0.0,0.0
spider_target_minority,vit,menon_logit_adjusted,calibrated_threshold,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",1.0,True,True,"[[148,2],[71,379]]",0.015166666666666667,0.0076539750021366905,0.008661288074594398,0.015166666666666667,0.0076539750021366905,0.008661288074594398,0.15166666666666664,0.07653975002136688,0.08661288074594396,0.9866666666666667,0.023094010767585053,0.02613333333333336,0.013333333333333334,0.023094010767585032,0.02613333333333334,0.6767495813085138,0.039423421548820635,0.04461180116543187,0.1577777777777778,0.025239592648001217,0.028561287794737603,0.8783333333333333,0.02466441431158126,0.02791041223470396,0.9144444444444444,0.024113927126900758,0.027287477343152934,0.8573547691828942,0.027104906744845086,0.03067208940277219,0.9714222222222223,0.005936453611499234,0.006717729657636385,0.990901914139729,0.002034065614238848,0.0023017619266631146,0.2639924534313396,0.010426603762755154,0.011798812878754096,0.14675776252320558,0.009638412476344138,0.010906890474044754,0.045890068001357365,0.003934951277733656,0.0044528165517172735,0.9144444444444444,0.024113927126900758,0.027287477343152934
spider_target_minority,vit,menon_logit_adjusted,calibrated_cost_min,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",1.0,True,True,"[[148,2],[98,352]]",0.019666666666666666,0.003685557397915996,0.00417060080936921,0.019666666666666666,0.003685557397915996,0.00417060080936921,0.19666666666666666,0.03685557397915997,0.041706008093692105,0.9866666666666667,0.023094010767585053,0.02613333333333336,0.013333333333333334,0.023094010767585032,0.02613333333333334,0.6060988193540638,0.05784481255791839,0.06545756747901375,0.21777777777777776,0.057477854028344745,0.06504231481158544,0.8333333333333334,0.03883726732577012,0.04394850522044076,0.8844444444444445,0.021169509870286318,0.0239555555555556,0.8120944463444669,0.03688041819987586,0.041734121976027626,0.9714222222222223,0.005936453611499234,0.006717729657636385,0.990901914139729,0.002034065614238848,0.0023017619266631146,0.2639924534313396,0.010426603762755154,0.011798812878754096,0.14675776252320558,0.009638412476344138,0.010906890474044754,0.045890068001357365,0.003934951277733656,0.0044528165517172735,0.8844444444444445,0.021169509870286318,0.0239555555555556
spider_target_minority,vit,nicme_logit_adjustment,calibrated_threshold,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",1.0,True,True,"[[148,2],[112,338]]",0.022000000000000002,0.005894913061275797,0.006670722099842963,0.022000000000000002,0.005894913061275797,0.006670722099842963,0.21999999999999997,0.058949130612757965,0.06670722099842964,0.9866666666666667,0.011547005383792526,0.01306666666666668,0.013333333333333334,0.011547005383792516,0.01306666666666667,0.577033364276515,0.0838812977287265,0.09492062405436456,0.2488888888888889,0.0795356896363257,0.09000310557056172,0.81,0.05894913061275797,0.06670722099842964,0.8688888888888888,0.03863408589047491,0.043718583781971194,0.7899450764188151,0.05744620160468299,0.06500649672235506,0.9677777777777777,0.01126673241269441,0.012749507943058935,0.9892828714073648,0.004444368467038466,0.0050292763684121845,0.24130612008549168,0.03858426448487804,0.043662205554182994,0.14771188273522234,0.03172227224023672,0.03589713033772624,0.055138562771865456,0.020542499719067225,0.023246026775557295,0.8688888888888888,0.03863408589047491,0.043718583781971194
spider_target_minority,vit,nicme_hybrid,calibrated_threshold,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",1.0,True,True,"[[149,1],[128,322]]",0.023000000000000003,0.006614378277661479,0.007484873635094542,0.023000000000000003,0.006614378277661479,0.007484873635094542,0.23,0.06614378277661477,0.0748487363509454,0.9933333333333333,0.011547005383792526,0.01306666666666668,0.006666666666666667,0.011547005383792516,0.01306666666666667,0.5444755027564252,0.07279292367419812,0.08237294759366041,0.28444444444444444,0.08388704928078612,0.09492713254821913,0.785,0.06264982043070834,0.0708949457530883,0.8544444444444445,0.04167777629669125,0.04716284371367461,0.766349354284015,0.05920253796227463,0.06699397840928746,0.9637333333333333,0.007181457605064088,0.008126584303656967,0.9880775185109899,0.002664055067331319,0.0030146621041090586,0.30963436210467427,0.11848836830917084,0.13408221102471304,0.19190922144543152,0.07116113778708366,0.08052640803213709,0.0996652283551704,0.08285631847255842,0.09376075083741821,0.8544444444444445,0.04167777629669125,0.04716284371367461
spider_target_minority,vit,nicme_logit_adjustment,argmax,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",0.3333333333333333,False,True,"[[142,8],[55,395]]",0.023833333333333328,0.011740670054700161,0.013285818872433524,0.022500000000000003,0.009836157786453002,0.011130660357768536,0.225,0.09836157786453001,0.11130660357768536,0.9466666666666667,0.030550504633038912,0.034571150464577295,0.05333333333333334,0.030550504633038933,0.034571150464577316,0.7259744336015522,0.0801370560131903,0.0906836156881079,0.12222222222222223,0.047297325897317256,0.05352196272398053,0.895,0.039686269665968894,0.044909241810567276,0.9122222222222222,0.03371997978998561,0.03815774924128119,0.8730784875760143,0.04390845594206979,0.04968709536139544,0.9677777777777777,0.01126673241269441,0.012749507943058935,0.9892828714073648,0.004444368467038466,0.0050292763684121845,0.30644189807089356,0.050289929905349647,0.056908412954026814,0.17459967897457,0.035426977392399035,0.04008939887078968,0.11821577847003938,0.03309846886691432,0.03745444342375177,0.9122222222222222,0.03371997978998561,0.03815774924128119
spider_target_minority,vit,nicme_logit_adjustment,calibrated_cost_min,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",1.0,True,True,"[[149,1],[148,302]]",0.026333333333333334,0.005686240703077327,0.006434587097173455,0.026333333333333334,0.005686240703077327,0.006434587097173455,0.26333333333333336,0.05686240703077327,0.06434587097173455,0.9933333333333333,0.011547005383792526,0.01306666666666668,0.006666666666666667,0.011547005383792516,0.01306666666666667,0.5041340612048626,0.04503727219803141,0.05096447120511577,0.3288888888888889,0.055511093319096885,0.06281671555475041,0.7516666666666666,0.04252450274057695,0.048121004884677084,0.8322222222222222,0.02987628813277502,0.033808202671855185,0.7346853702729926,0.03991209850143242,0.04516479119490075,0.9677777777777777,0.01126673241269441,0.012749507943058935,0.9892828714073648,0.004444368467038466,0.0050292763684121845,0.24130612008549168,0.03858426448487804,0.043662205554182994,0.14771188273522234,0.03172227224023672,0.03589713033772624,0.055138562771865456,0.020542499719067225,0.023246026775557295,0.8322222222222222,0.02987628813277502,0.033808202671855185
spider_target_minority,vit,ce,calibrated_cost_min,,3,black_widow,0.95,0.75,balanced_accuracy,"[[0.0,10.0],[1.0,0.0]]","{""0"":0.25,""1"":0.75}",0.3333333333333333,False,True,"[[142,8],[72,378]]",0.026666666666666658,0.00767419919817913,0.00868417390685172,0.025333333333333333,0.006350852961085883,0.007186666666666667,0.25333333333333335,0.06350852961085883,0.07186666666666666,0.9466666666666667,0.030550504633038912,0.034571150464577295,0.05333333333333334,0.030550504633038933,0.034571150464577316,0.66625,0.047381064548802365,0.053616721928614476,0.16,0.03527668414752788,0.03991932605383755,0.8666666666666667,0.022546248764114492,0.025513482274628428,0.8933333333333334,0.014529663145135558,0.016441861659034055,0.8425308960045802,0.022707797080789273,0.025696291404302286,0.9647111111111112,0.003258720494190788,0.003687589382888211,0.9877904565538017,0.0006824071629599942,0.0007722164000944878,0.2457059902475693,0.03753084852219106,0.042470153174516065,0.14941368105293804,0.02462386143574855,0.02786452233569824,0.051295456683386365,0.01373920436851321,0.015547373347600273,0.8933333333333334,0.014529663145135558,0.016441861659034055
