run_id,phase,backbone,loss,seed,status,config_hash,config_path,metric_path,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
1,smoke,convnext_base.fb_in22k_ft_in1k,ce,42,completed,f9cb94ecff0c0849,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/configs/0001_f9cb94ecff0c0849.json,results/pmi10_convnext_base_fb_in22k_ft_in1k_test/smoke_convnext_base_fb_in22k_ft_in1k_ce_s42_05-02_02-43/metrics_20260502_024406_cross_entropy.json,0.41935483870967744,0.6774193548387096,0.06806451612903226,0.6806451612903226,0.6903225806451613,0.6903225806451613,0.6744040263905607,13,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T02:43:10,2026-05-02T02:44:07,56.6,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0001_f9cb94ecff0c0849.stdout.log,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0001_f9cb94ecff0c0849.stderr.log,0,
2,smoke,convnext_base.fb_in22k_ft_in1k,nicme_hybrid,42,completed,7994cdca876da409,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/configs/0002_7994cdca876da409.json,results/pmi10_convnext_base_fb_in22k_ft_in1k_test/smoke_convnext_base_fb_in22k_ft_in1k_nicme_hybrid_s42_05-02_02-44/metrics_20260502_024503_nicme_hybrid.json,0.45161290322580644,0.717741935483871,0.06870967741935484,0.6870967741935484,0.635483870967742,0.635483870967742,0.595592921052832,14,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T02:44:07,2026-05-02T02:45:03,56.6,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0002_7994cdca876da409.stdout.log,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0002_7994cdca876da409.stderr.log,0,
3,smoke,convnext_base.fb_in22k_ft_in1k,nicme_v3_hybrid,42,completed,7529751fd3163e49,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/configs/0003_7529751fd3163e49.json,results/pmi10_convnext_base_fb_in22k_ft_in1k_test/smoke_convnext_base_fb_in22k_ft_in1k_nicme_v3_hybrid_s42_05-02_02-45/metrics_20260502_024605_nicme_v3_hybrid.json,0.41935483870967744,0.7016129032258065,0.05290322580645161,0.5290322580645161,0.6967741935483871,0.6967741935483871,0.6834877667950686,8,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T02:45:03,2026-05-02T02:46:05,62.0,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0003_7529751fd3163e49.stdout.log,/mnt/storage/github/NICME/results/pmi10_v3_balanced_convnext_base_20260502/smoke/logs/0003_7529751fd3163e49.stderr.log,0,
