phase,tag,dataset,model_family,model_checkpoint,method,decision_mode,nicme_logit_cost_scale,cs_lambda,target_class,cost_matrix_C_true_pred,target_recall_floor,accuracy_floor,accuracy_floor_metric,floor_accuracy_value,target_recall_floor_met,accuracy_floor_met,all_floors_met,normalized_atc,atc,target_recall,target_fnr,target_precision,target_fpr,accuracy,balanced_accuracy,macro_f1,selection_score,auroc,auprc,nll,brier,ece,temperature,threshold,calibration_selection_score,calibration_target_recall,calibration_accuracy,calibration_normalized_atc,confusion_matrix,run,metrics_file,config_file,elapsed_seconds
stop2b_threshold_tuning,spider_timm_vit_logit_s0.05,spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.05,0.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.8125,0.8357844562339967,0.6836966392519594,0.49055414379445733,0.17845626259712954,0.5,,,,,,"[[32, 0], [32, 0]]",stop2b_threshold_spider_timm_vit_logit_s0.05_04-28_07-21,results/timm_dinov3_vit_lora_test/stop2b_threshold_spider_timm_vit_logit_s0.05_04-28_07-21/metrics_20260428_072114_nicme_logit_adjustment.json,results/stop2b_threshold_tuning/configs/005_stop2b_threshold_spider_timm_vit_logit_s0.05.json,24.50941300392151
stop2b_threshold_tuning,spider_timm_vit_logit_s0.05,spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_logit_adjustment,calibrated_threshold,0.05,0.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.6875,False,False,False,0.059375,0.59375,0.9375,0.0625,0.625,0.5625,0.6875,0.6875,0.6666666666666667,0.07265625,0.8125,0.8357844562339967,0.6836966392519594,0.49055414379445733,0.17845626259712954,0.5,0.499586942303232,0.067822265625,0.9375,0.703125,0.0578125,"[[30, 2], [18, 14]]",stop2b_threshold_spider_timm_vit_logit_s0.05_04-28_07-21,results/timm_dinov3_vit_lora_test/stop2b_threshold_spider_timm_vit_logit_s0.05_04-28_07-21/metrics_20260428_072114_nicme_logit_adjustment.json,results/stop2b_threshold_tuning/configs/005_stop2b_threshold_spider_timm_vit_logit_s0.05.json,24.50941300392151
stop2b_threshold_tuning,breakhis_vit_ce,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,argmax,1.0,10.0,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.953125,False,True,False,0.046875,0.46875,0.90625,0.09375,1.0,0.0,0.953125,0.953125,0.9530217763640813,0.06313124999999999,0.9619140625,0.9769705555995879,0.4420634668332453,0.2615709506656633,0.28544264752417803,,,,,,,"[[32, 0], [3, 29]]",stop2b_threshold_breakhis_vit_ce_04-28_07-23,results/vit_test/stop2b_threshold_breakhis_vit_ce_04-28_07-23/metrics_20260428_072350_ce.json,results/stop2b_threshold_tuning/configs/010_stop2b_threshold_breakhis_vit_ce.json,31.3823561668396
stop2b_threshold_tuning,breakhis_vit_ce,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,calibrated_cost_min,1.0,10.0,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.515625,True,False,False,0.0484375,0.484375,1.0,0.0,0.5079365079365079,0.96875,0.515625,0.515625,0.3671451355661882,0.16024414062499998,0.9619140625,0.9769705555995879,0.3142902767077591,0.1683336171086965,0.1659050188528392,0.5,,,,,,"[[1, 31], [0, 32]]",stop2b_threshold_breakhis_vit_ce_04-28_07-23,results/vit_test/stop2b_threshold_breakhis_vit_ce_04-28_07-23/metrics_20260428_072350_ce.json,results/stop2b_threshold_tuning/configs/010_stop2b_threshold_breakhis_vit_ce.json,31.3823561668396
stop2b_threshold_tuning,breakhis_vit_ce,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,calibrated_threshold,1.0,10.0,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.9375,False,True,False,0.0625,0.625,0.875,0.125,1.0,0.0,0.9375,0.9375,0.9372549019607843,0.09859999999999998,0.9619140625,0.9769705555995879,0.3142902767077591,0.1683336171086965,0.1659050188528392,0.5,0.5357806514380454,0.01719375,0.96875,0.96875,0.0171875,"[[32, 0], [4, 28]]",stop2b_threshold_breakhis_vit_ce_04-28_07-23,results/vit_test/stop2b_threshold_breakhis_vit_ce_04-28_07-23/metrics_20260428_072350_ce.json,results/stop2b_threshold_tuning/configs/010_stop2b_threshold_breakhis_vit_ce.json,31.3823561668396
stop2b_threshold_tuning,breakhis_vit_hybrid_s0.05_l0.1,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,argmax,0.05,0.1,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.953125,False,True,False,0.01875,0.1875,0.96875,0.03125,0.9393939393939394,0.0625,0.953125,0.953125,0.9531135531135531,0.01875625,0.9599609375,0.9726824129652963,0.60162985096446,0.4092014704962722,0.3999186241999268,,,,,,,"[[30, 2], [1, 31]]",stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24,results/vit_test/stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24/metrics_20260428_072426_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/011_stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1.json,35.891310691833496
stop2b_threshold_tuning,breakhis_vit_hybrid_s0.05_l0.1,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,calibrated_cost_min,0.05,0.1,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.9599609375,0.9726824129652963,0.5249641137682843,0.3364235058029806,0.3491657208348712,0.5,,,,,,"[[0, 32], [0, 32]]",stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24,results/vit_test/stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24/metrics_20260428_072426_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/011_stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1.json,35.891310691833496
stop2b_threshold_tuning,breakhis_vit_hybrid_s0.05_l0.1,breakhis_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,calibrated_threshold,0.05,0.1,malignant,"[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.953125,False,True,False,0.01875,0.1875,0.96875,0.03125,0.9393939393939394,0.0625,0.953125,0.953125,0.9531135531135531,0.01875625,0.9599609375,0.9726824129652963,0.5249641137682843,0.3364235058029806,0.3491657208348712,0.5,0.5076368822903004,0.0078125,1.0,0.921875,0.0078125,"[[30, 2], [1, 31]]",stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24,results/vit_test/stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1_04-28_07-24/metrics_20260428_072426_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/011_stop2b_threshold_breakhis_vit_hybrid_s0.05_l0.1.json,35.891310691833496
stop2b_threshold_tuning,spider_vit_ce,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,argmax,1.0,10.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.8125,False,True,False,0.1453125,1.453125,0.71875,0.28125,0.8846153846153846,0.09375,0.8125,0.8125,0.8108374384236454,0.3592187499999999,0.9326171875,0.944625109985692,0.5638894147649167,0.37374410625066595,0.23422033619135618,,,,,,,"[[23, 9], [3, 29]]",stop2b_threshold_spider_vit_ce_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_ce_04-28_07-19/metrics_20260428_071924_ce.json,results/stop2b_threshold_tuning/configs/001_stop2b_threshold_spider_vit_ce.json,25.678479194641113
stop2b_threshold_tuning,spider_vit_ce,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,calibrated_cost_min,1.0,10.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.9326171875,0.944625109985692,0.4743855155533291,0.2973645596532322,0.1881917580554868,0.5,,,,,,"[[32, 0], [32, 0]]",stop2b_threshold_spider_vit_ce_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_ce_04-28_07-19/metrics_20260428_071924_ce.json,results/stop2b_threshold_tuning/configs/001_stop2b_threshold_spider_vit_ce.json,25.678479194641113
stop2b_threshold_tuning,spider_vit_ce,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce,calibrated_threshold,1.0,10.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.828125,True,True,True,0.03125,0.3125,0.96875,0.03125,0.7560975609756098,0.3125,0.828125,0.828125,0.8246575342465754,0.03125,0.9326171875,0.944625109985692,0.4743855155533291,0.2973645596532322,0.1881917580554868,0.5,0.3614128527683237,0.034384765625,0.96875,0.796875,0.034375,"[[31, 1], [10, 22]]",stop2b_threshold_spider_vit_ce_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_ce_04-28_07-19/metrics_20260428_071924_ce.json,results/stop2b_threshold_tuning/configs/001_stop2b_threshold_spider_vit_ce.json,25.678479194641113
stop2b_threshold_tuning,spider_vit_hybrid_s0.05_l0.25,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,argmax,0.05,0.25,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.78125,False,False,False,0.05,0.5,0.9375,0.0625,0.7142857142857143,0.375,0.78125,0.78125,0.7757757757757757,0.050976562499999996,0.8994140625,0.896387312480078,0.618772130369003,0.4266257232286687,0.22882032953202727,,,,,,,"[[30, 2], [12, 20]]",stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20,results/vit_test/stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20/metrics_20260428_072025_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/003_stop2b_threshold_spider_vit_hybrid_s0.05_l0.25.json,28.13833260536194
stop2b_threshold_tuning,spider_vit_hybrid_s0.05_l0.25,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,calibrated_cost_min,0.05,0.25,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.8994140625,0.896387312480078,0.5614479316305011,0.3738510185270464,0.18766508322563438,0.5,,,,,,"[[32, 0], [32, 0]]",stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20,results/vit_test/stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20/metrics_20260428_072025_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/003_stop2b_threshold_spider_vit_hybrid_s0.05_l0.25.json,28.13833260536194
stop2b_threshold_tuning,spider_vit_hybrid_s0.05_l0.25,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,calibrated_threshold,0.05,0.25,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.703125,True,False,False,0.04375,0.4375,0.96875,0.03125,0.6326530612244898,0.5625,0.703125,0.703125,0.680588389808248,0.053134765625000004,0.8994140625,0.896387312480078,0.5614479316305011,0.3738510185270464,0.18766508322563438,0.5,0.4569357766675364,0.04878906250000001,0.96875,0.71875,0.0421875,"[[31, 1], [18, 14]]",stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20,results/vit_test/stop2b_threshold_spider_vit_hybrid_s0.05_l0.25_04-28_07-20/metrics_20260428_072025_nicme_hybrid.json,results/stop2b_threshold_tuning/configs/003_stop2b_threshold_spider_vit_hybrid_s0.05_l0.25.json,28.13833260536194
stop2b_threshold_tuning,spider_vit_logit_s0.5,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_logit_adjustment,argmax,0.5,0.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.796875,False,False,False,0.0484375,0.484375,0.9375,0.0625,0.7317073170731707,0.34375,0.796875,0.796875,0.7927770859277707,0.04907226562499999,0.904296875,0.9113164823514756,0.5943306108275015,0.4031834936177242,0.22618185542523866,,,,,,,"[[30, 2], [11, 21]]",stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19/metrics_20260428_071957_nicme_logit_adjustment.json,results/stop2b_threshold_tuning/configs/002_stop2b_threshold_spider_vit_logit_s0.5.json,33.49789261817932
stop2b_threshold_tuning,spider_vit_logit_s0.5,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_logit_adjustment,calibrated_cost_min,0.5,0.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.904296875,0.9113164823514756,0.5247059290570528,0.34175867352399103,0.18328435917054145,0.5,,,,,,"[[32, 0], [32, 0]]",stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19/metrics_20260428_071957_nicme_logit_adjustment.json,results/stop2b_threshold_tuning/configs/002_stop2b_threshold_spider_vit_logit_s0.5.json,33.49789261817932
stop2b_threshold_tuning,spider_vit_logit_s0.5,spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_logit_adjustment,calibrated_threshold,0.5,0.0,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.6875,True,False,False,0.0453125,0.453125,0.96875,0.03125,0.62,0.59375,0.6875,0.6875,0.6606574761399787,0.057968750000000006,0.904296875,0.9113164823514756,0.5247059290570528,0.34175867352399103,0.18328435917054145,0.5,0.42523290571929806,0.024619140625000004,1.0,0.765625,0.0234375,"[[31, 1], [19, 13]]",stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19,results/vit_test/stop2b_threshold_spider_vit_logit_s0.5_04-28_07-19/metrics_20260428_071957_nicme_logit_adjustment.json,results/stop2b_threshold_tuning/configs/002_stop2b_threshold_spider_vit_logit_s0.5.json,33.49789261817932
