dataset,model_family,method,decision_mode,run,metrics_file,normalized_atc,atc,target_recall,target_fnr,accuracy,balanced_accuracy,macro_f1,selection_score,selection_accuracy_value,nll,brier,ece,auroc,auprc,temperature
spider_balanced_prototype,timm_dinov3_convnext_lora,menon_logit_adjusted,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_menon_logit_adjusted_04-28_05-29,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_menon_logit_adjusted_04-28_05-29/metrics_20260428_052915_menon_logit_adjusted.json,0.05625,0.5625,0.96875,0.03125,0.578125,0.578125,0.5021607605877269,0.10547851562500002,0.578125,0.6098975087892473,0.41147807882687204,0.16718909062053858,0.7685546875,0.7734233739051937,0.7
spider_balanced_prototype,timm_dinov3_convnext_lora,nicme_hybrid,argmax,stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_nicme_hybrid_04-28_05-29,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_nicme_hybrid_04-28_05-29/metrics_20260428_052941_nicme_hybrid.json,0.059375,0.59375,0.96875,0.03125,0.546875,0.546875,0.4487674487674488,0.12344726562500002,0.546875,0.9203526372849615,0.6375309657772095,0.2522071646526456,0.6357421875,0.6550923474482486,
spider_balanced_prototype,timm_dinov3_convnext_lora,nicme_hybrid,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_nicme_hybrid_04-28_05-29,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_nicme_hybrid_04-28_05-29/metrics_20260428_052941_nicme_hybrid.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6832335657481641,0.49044149568091966,0.07742204083285031,0.6357421875,0.6550923474482486,5.5
spider_balanced_prototype,timm_dinov3_vit_lora,ce,argmax,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26/metrics_20260428_052654_ce.json,0.1375,1.375,0.75,0.25,0.75,0.75,0.75,0.29999999999999993,0.75,0.6884365551093603,0.49528966627967896,0.24652585480362177,0.8095703125,0.8306759152269685,
spider_balanced_prototype,timm_dinov3_vit_lora,ce,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26/metrics_20260428_052654_ce.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6838013415136667,0.4906564792183069,0.24305270177345184,0.8095703125,0.8306759152269685,0.5
spider_balanced_prototype,timm_dinov3_vit_lora,ce_calibrated_cost_min,argmax,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27/metrics_20260428_052717_ce_calibrated_cost_min.json,0.1375,1.375,0.75,0.25,0.75,0.75,0.75,0.29999999999999993,0.75,0.6884365551093603,0.49528966627967896,0.24652585480362177,0.8095703125,0.8306759152269685,
spider_balanced_prototype,timm_dinov3_vit_lora,ce_calibrated_cost_min,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27/metrics_20260428_052717_ce_calibrated_cost_min.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6838013415136667,0.4906564792183069,0.24305270177345184,0.8095703125,0.8306759152269685,0.5
spider_balanced_prototype,timm_dinov3_vit_lora,menon_logit_adjusted,argmax,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27/metrics_20260428_052740_menon_logit_adjusted.json,0.1375,1.375,0.75,0.25,0.75,0.75,0.75,0.29999999999999993,0.75,0.6884365495500286,0.4952896616481244,0.24652585573494434,0.8095703125,0.8306759152269685,
spider_balanced_prototype,timm_dinov3_vit_lora,menon_logit_adjusted,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27/metrics_20260428_052740_menon_logit_adjusted.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6838013463272362,0.4906564840328812,0.24305270800724488,0.8095703125,0.8306759152269685,0.5
spider_balanced_prototype,timm_dinov3_vit_lora,nicme_hybrid,argmax,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27/metrics_20260428_052759_nicme_hybrid.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6925037892143426,0.4993567669384695,0.007118904031813145,0.662109375,0.6112704055588029,
spider_balanced_prototype,timm_dinov3_vit_lora,nicme_hybrid,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27/metrics_20260428_052759_nicme_hybrid.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.692071197897494,0.4989252021059759,0.014234574147365286,0.662109375,0.610801655558803,0.5
spider_balanced_prototype,vit,ce,argmax,stop2_prototype_spider_balanced_prototype_vit_ce_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_04-28_05-25/metrics_20260428_052513_ce.json,0.1453125,1.453125,0.71875,0.28125,0.8125,0.8125,0.8108374384236454,0.3592187499999999,0.8125,0.5639454868169527,0.37381192695609555,0.23413370922207832,0.93359375,0.9454987658996705,
spider_balanced_prototype,vit,ce,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_vit_ce_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_04-28_05-25/metrics_20260428_052513_ce.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.4746154377354853,0.29764317433792475,0.18798170588917937,0.93359375,0.9454987658996705,0.5
spider_balanced_prototype,vit,ce_calibrated_cost_min,argmax,stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25/metrics_20260428_052541_ce_calibrated_cost_min.json,0.096875,0.96875,0.8125,0.1875,0.875,0.875,0.8745098039215686,0.17249999999999996,0.875,0.4753855693792475,0.29408567777409406,0.22666427120566368,0.9443359375,0.9570720476888074,
spider_balanced_prototype,vit,ce_calibrated_cost_min,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25/metrics_20260428_052541_ce_calibrated_cost_min.json,0.0421875,0.421875,1.0,0.0,0.578125,0.578125,0.4867834867834868,0.09141601562500001,0.578125,0.36588272874912486,0.21633352147175955,0.12132241322562795,0.9443359375,0.9570720476888074,0.5
spider_balanced_prototype,vit,menon_logit_adjusted,argmax,stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26/metrics_20260428_052609_menon_logit_adjusted.json,0.096875,0.96875,0.8125,0.1875,0.875,0.875,0.8745098039215686,0.17249999999999996,0.875,0.4808480722777897,0.29888694113559955,0.23066788259893659,0.9423828125,0.9547986460774702,
spider_balanced_prototype,vit,menon_logit_adjusted,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26/metrics_20260428_052609_menon_logit_adjusted.json,0.0453125,0.453125,1.0,0.0,0.546875,0.546875,0.429800307219662,0.10938476562500002,0.546875,0.3713851343121378,0.22071672793959995,0.1295643132359769,0.9423828125,0.9547986460774702,0.5
spider_balanced_prototype,vit,nicme_hybrid,argmax,stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26/metrics_20260428_052630_nicme_hybrid.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.7149313221905699,0.5216482220457803,0.17779514845460653,0.6513671875,0.6124438901353613,
spider_balanced_prototype,vit,nicme_hybrid,calibrated_cost_min,stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26/metrics_20260428_052630_nicme_hybrid.json,0.05,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.14,0.5,0.6906328959823987,0.49749665299454293,0.1068432293371133,0.6513671875,0.6124438901353613,5.75
