metrics_file,run_dir,dataset,model,method,seed,mode,target_class,target_recall_floor,accuracy_floor,selection_accuracy_metric,cost_matrix,selection_score,normalized_atc,atc,crr,target_recall,target_fnr,target_precision,target_fpr,accuracy,balanced_accuracy,macro_f1,auroc,auprc,nll,brier,ece,temperature,threshold,confusion_matrix,selected_accuracy,recall_floor_met,accuracy_floor_met,all_floors_met
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed42_04-28_10-31/metrics_20260428_103137_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed42_04-28_10-31,breakhis_balanced,timm_dinov3_vit_lora,ce,42,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.06145549016649059,0.04769503546099291,0.4769503546099291,,0.9113475177304965,0.08865248226950355,0.9311594202898551,0.0673758865248227,0.9219858156028369,0.9219858156028369,0.9219769854744388,0.9670162466676727,0.9755665245709397,0.26130355434804614,0.14515232197616745,0.02601604846506722,0.5,,"[[263,19],[25,257]]",0.9219858156028369,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed42_04-28_10-31/metrics_20260428_103137_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed42_04-28_10-31,breakhis_balanced,timm_dinov3_vit_lora,ce,42,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.05584661737337153,0.04521276595744681,0.4521276595744681,,0.9184397163120568,0.08156028368794327,0.9119718309859155,0.08865248226950355,0.9148936170212766,0.9148936170212767,0.9148925468103568,0.9670162466676727,0.9755665245709397,0.26130355434804614,0.14515232197616745,0.02601604846506722,0.5,0.08197559860095563,"[[257,25],[23,259]]",0.9148936170212766,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52/metrics_20260428_105219_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52,breakhis_balanced,timm_dinov3_vit_lora,ce,43,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.13819911473265933,0.07819148936170213,0.7819148936170213,,0.8475177304964538,0.1524822695035461,0.956,0.03900709219858156,0.9042553191489362,0.9042553191489362,0.9039461068779331,0.9463935415723556,0.9596711378941775,0.5402116951189108,0.3501010770923364,0.3071438681783405,,,"[[271,11],[43,239]]",0.9042553191489362,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52/metrics_20260428_105219_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52,breakhis_balanced,timm_dinov3_vit_lora,ce,43,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1725,0.05,0.5,,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.9463935415723556,0.9596711378941775,0.43098884947442445,0.2546751404181875,0.22078028921196996,0.5,,"[[0,282],[0,282]]",0.5,True,False,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52/metrics_20260428_105219_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed43_04-28_10-52,breakhis_balanced,timm_dinov3_vit_lora,ce,43,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.11570024646647549,0.07180851063829788,0.7180851063829787,,0.8652482269503546,0.1347517730496454,0.9070631970260223,0.08865248226950355,0.8882978723404256,0.8882978723404256,0.8882384950004246,0.9463935415723556,0.9596711378941775,0.43098884947442445,0.2546751404181875,0.22078028921196996,0.5,0.46021671279412923,"[[257,25],[38,244]]",0.8882978723404256,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12/metrics_20260428_111315_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12,breakhis_balanced,timm_dinov3_vit_lora,ce,44,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.13317899502037117,0.07659574468085106,0.7659574468085106,,0.851063829787234,0.14893617021276595,0.9523809523809523,0.0425531914893617,0.9042553191489362,0.9042553191489362,0.9039836567926456,0.9479905437352245,0.9611167550576398,0.5420826102010148,0.3518296570177129,0.3091392053145888,,,"[[270,12],[42,240]]",0.9042553191489362,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12/metrics_20260428_111315_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12,breakhis_balanced,timm_dinov3_vit_lora,ce,44,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1725,0.05,0.5,,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.9479905437352245,0.9611167550576398,0.4331078729191135,0.25610892575561034,0.22423674274587352,0.5,,"[[0,282],[0,282]]",0.5,True,False,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12/metrics_20260428_111315_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_ce_seed44_04-28_11-12,breakhis_balanced,timm_dinov3_vit_lora,ce,44,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.0989445500729339,0.06613475177304964,0.6613475177304965,,0.8794326241134752,0.12056737588652482,0.8825622775800712,0.11702127659574468,0.8812056737588653,0.8812056737588653,0.8812053003033685,0.9479905437352245,0.9611167550576398,0.4331078729191135,0.25610892575561034,0.22423674274587352,0.5,0.43590239156853416,"[[249,33],[34,248]]",0.8812056737588653,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41/metrics_20260428_104210_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,42,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.16392216689301342,0.08528368794326241,0.8528368794326241,,0.8297872340425532,0.1702127659574468,0.9957446808510638,0.0035460992907801418,0.9131205673758865,0.9131205673758865,0.9125130188959976,0.9668401991851517,0.9753764654584869,0.31209843902602874,0.1648143272950362,0.12526089713928548,,,"[[281,1],[48,234]]",0.9131205673758865,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41/metrics_20260428_104210_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,42,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.04689988431165435,0.04131205673758866,0.41312056737588654,,0.9326241134751773,0.0673758865248227,0.8594771241830066,0.1524822695035461,0.8900709219858156,0.8900709219858156,0.8898715041572185,0.9668401991851517,0.9753764654584869,0.23974392627271326,0.13491499510962532,0.009564599346942062,0.5,,"[[239,43],[19,263]]",0.8900709219858156,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41/metrics_20260428_104210_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed42_04-28_10-41,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,42,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.08229221870127255,0.056737588652482275,0.5673758865248227,,0.8900709219858156,0.1099290780141844,0.9616858237547893,0.03546099290780142,0.9273049645390071,0.927304964539007,0.9272040421211692,0.9668401991851517,0.9753764654584869,0.23974392627271326,0.13491499510962532,0.009564599346942062,0.5,0.20105210586955438,"[[272,10],[31,251]]",0.9273049645390071,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01/metrics_20260428_110121_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,43,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.10404640611639253,0.06861702127659575,0.6861702127659575,,0.875886524822695,0.12411347517730496,0.8697183098591549,0.13120567375886524,0.8723404255319149,0.8723404255319149,0.8723388202155351,0.9461671948091143,0.9595630076306858,0.54204299695279,0.3528737105926461,0.2773912014267969,,,"[[245,37],[35,247]]",0.8723404255319149,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01/metrics_20260428_110121_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,43,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1725,0.05,0.5,,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.9461671948091143,0.9595630076306858,0.4384833152041502,0.26545117338095076,0.19928378329841479,0.5,,"[[0,282],[0,282]]",0.5,True,False,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01/metrics_20260428_110121_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed43_04-28_11-01,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,43,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1118923394195463,0.07092198581560284,0.7092198581560284,,0.8687943262411347,0.13120567375886524,0.8909090909090909,0.10638297872340426,0.8812056737588653,0.8812056737588652,0.881187371677771,0.9461671948091143,0.9595630076306858,0.4384833152041502,0.26545117338095076,0.19928378329841479,0.5,0.5096855546235496,"[[252,30],[37,245]]",0.8812056737588653,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22/metrics_20260428_112224_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,44,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1033371862582365,0.06790780141843972,0.6790780141843972,,0.875886524822695,0.12411347517730496,0.8821428571428571,0.11702127659574468,0.8794326241134752,0.8794326241134751,0.8794311079813386,0.9463809667521754,0.9600326577643007,0.5435551282802323,0.35429728612144984,0.28602761104174534,,,"[[249,33],[35,247]]",0.8794326241134752,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22/metrics_20260428_112224_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,44,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1725,0.05,0.5,,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.9463809667521754,0.9600326577643007,0.44049089791757234,0.26701929016172554,0.20595549050622064,0.5,,"[[0,282],[0,282]]",0.5,True,False,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22/metrics_20260428_112224_cs_regularized_ce.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_cs_regularized_ce_seed44_04-28_11-22,breakhis_balanced,timm_dinov3_vit_lora,cs_regularized_ce,44,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1033371862582365,0.06790780141843972,0.6790780141843972,,0.875886524822695,0.12411347517730496,0.8821428571428571,0.11702127659574468,0.8794326241134752,0.8794326241134751,0.8794311079813386,0.9463809667521754,0.9600326577643007,0.44049089791757234,0.26701929016172554,0.20595549050622064,0.5,0.4986952330446798,"[[249,33],[35,247]]",0.8794326241134752,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38/metrics_20260428_103840_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,42,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.18772982244353908,0.09237588652482269,0.9237588652482269,,0.8156028368794326,0.18439716312056736,0.9956709956709957,0.0035460992907801418,0.9060283687943262,0.9060283687943262,0.9052536490277183,0.9669659473869524,0.9755407365624866,0.3167803532224289,0.16916333067104716,0.11629779150722722,,,"[[281,1],[52,230]]",0.9060283687943262,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38/metrics_20260428_103840_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,42,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.06145549016649059,0.04769503546099291,0.4769503546099291,,0.9113475177304965,0.08865248226950355,0.9311594202898551,0.0673758865248227,0.9219858156028369,0.9219858156028369,0.9219769854744388,0.9669659473869524,0.9755407365624866,0.2613091026831578,0.14514276902618076,0.02596722052970831,0.5,,"[[263,19],[25,257]]",0.9219858156028369,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38/metrics_20260428_103840_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed42_04-28_10-38,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,42,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.05566931240883252,0.0450354609929078,0.450354609929078,,0.9184397163120568,0.08156028368794327,0.9151943462897526,0.0851063829787234,0.9166666666666666,0.9166666666666667,0.9166664046904226,0.9669659473869524,0.9755407365624866,0.2613091026831578,0.14514276902618076,0.02596722052970831,0.5,0.08222643056984408,"[[258,24],[23,259]]",0.9166666666666666,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58/metrics_20260428_105820_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,43,argmax,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.13819911473265933,0.07819148936170213,0.7819148936170213,,0.8475177304964538,0.1524822695035461,0.956,0.03900709219858156,0.9042553191489362,0.9042553191489362,0.9039461068779331,0.9464438408530759,0.9597213145010128,0.5402153761794417,0.35010495059429336,0.3071501862706867,,,"[[271,11],[43,239]]",0.9042553191489362,False,True,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58/metrics_20260428_105820_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,43,calibrated_cost_min,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.1725,0.05,0.5,,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.9464438408530759,0.9597213145010128,0.4309953113560844,0.2546823622565238,0.22079335449786266,0.5,,"[[0,282],[0,282]]",0.5,True,False,False
results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58/metrics_20260428_105820_menon_logit_adjusted.json,results/timm_dinov3_vit_lora_test/stop3a_balanced_primary_breakhis_balanced_timm_dinov3_vit_lora_menon_logit_adjusted_seed43_04-28_10-58,breakhis_balanced,timm_dinov3_vit_lora,menon_logit_adjusted,43,calibrated_threshold,malignant,0.97,0.85,accuracy,"[[0.0,1.0],[10.0,0.0]]",0.11570024646647549,0.07180851063829788,0.7180851063829787,,0.8652482269503546,0.1347517730496454,0.9070631970260223,0.08865248226950355,0.8882978723404256,0.8882978723404256,0.8882384950004246,0.9464438408530759,0.9597213145010128,0.4309953113560844,0.2546823622565238,0.22079335449786266,0.5,0.4601386955810379,"[[257,25],[38,244]]",0.8882978723404256,False,True,False
